ride_id,driver_id,passenger_id,pickup_location,dropoff_location,ride_distance,ride_duration,ride_timestamp,fare_amount,payment_method
11062,107,201,Kurnool,Ichalkaranji,8.37,55,2023-05-01,2515.87,Credit Card
11063,126,211,Mangalore,Bhatpara,7.25,16,2023-04-29,1632.30,Credit Card
11064,134,243,Haridwar,Gopalpur,9.99,48,2023-02-11,434.33,Credit Card
11065,142,240,Malda,Alappuzha,1.14,8,2023-04-13,2036.83,Cash
11066,134,239,Mangalore,Bikaner,7.07,39,2022-08-19,610.90,Credit Card
11067,147,233,Amritsar,Satara,3.78,11,2023-01-04,1595.05,Credit Card
11068,136,229,Vijayawada,Raurkela Industrial Township,15.67,13,2022-12-07,1260.54,Credit Card
11069,104,240,Vijayanagaram,Miryalaguda,13.79,48,2023-03-26,3677.32,Cash
11070,136,215,Aligarh,Arrah,12.78,6,2023-03-16,2540.45,Credit Card
11071,116,239,Bahraich,Tadepalligudem,19.68,12,2023-04-07,766.60,Cash
11072,103,216,Rajahmundry,Bhatpara,2.33,7,2022-12-02,3664.65,Cash
11073,134,219,Rajkot,Bhiwani,1.95,40,2023-01-10,2583.66,Cash
11074,122,234,Medininagar,Patna,15.81,59,2023-01-03,1303.75,Cash
11075,138,217,Shimla,Noida,12.39,40,2023-01-13,1677.74,Cash
11076,128,218,Thoothukudi,Dhule,14.30,50,2023-06-02,806.09,Credit Card
11077,126,210,Surat,Amaravati,18.58,31,2023-07-18,1920.61,Cash
11078,121,247,Loni,Ahmedabad,2.05,7,2023-01-06,2791.51,Cash
11079,119,247,Srinagar,Pimpri-Chinchwad,8.66,42,2023-07-21,3694.46,Credit Card
11080,148,237,Bangalore,Bhimavaram,2.46,15,2022-11-03,2712.54,Cash
11081,133,222,Warangal,Dhanbad,5.02,57,2022-10-13,1755.96,Credit Card
11082,137,206,Nashik,Mirzapur,18.82,29,2022-11-03,3208.72,Cash
11083,132,246,Sikar,Jhansi,13.17,54,2023-06-04,1976.49,Credit Card
11084,124,237,Etawah,Gwalior,17.91,56,2023-03-16,3490.33,Credit Card
11085,148,237,Howrah,New Delhi,3.49,31,2023-01-27,2244.68,Cash
11086,130,221,Bathinda,Proddatur,14.86,45,2022-08-29,2097.92,Credit Card
11087,110,228,Rampur,Amravati,2.80,22,2022-09-28,3171.47,Credit Card
11088,149,239,Machilipatnam,Navi Mumbai,1.44,18,2023-05-25,643.68,Credit Card
11089,141,212,Unnao,Gandhidham,17.50,51,2022-10-18,2424.23,Credit Card
11090,125,215,Sirsa,Rampur,13.91,42,2022-12-24,570.67,Cash
11091,145,207,Thane,Burhanpur,9.50,15,2022-09-01,1268.74,Credit Card
11092,145,237,Arrah,Haridwar,12.11,12,2022-09-15,848.56,Credit Card
11093,103,242,Ratlam,Nanded,7.72,20,2023-01-21,2554.61,Credit Card
11094,148,216,Yamunanagar,Chinsurah,16.51,25,2023-01-12,555.02,Cash
11095,131,224,Ambala,Jhansi,2.85,40,2023-08-03,1375.27,Cash
11096,101,240,Unnao,Katihar,2.96,26,2022-08-21,1417.74,Credit Card
11097,141,218,Pallavaram,Suryapet,3.61,25,2023-04-13,2956.16,Cash
11098,128,203,Dhanbad,Motihari,6.39,21,2022-11-27,3166.99,Credit Card
11099,133,202,Kamarhati,Ambattur,11.27,25,2023-01-03,1443.81,Credit Card
11100,115,247,Gandhinagar,Gaya,15.15,50,2023-01-11,707.00,Cash
11101,114,248,Ambarnath,Malegaon,1.47,57,2023-06-10,1970.52,Credit Card
11102,112,235,Tadipatri,Sonipat,14.01,31,2023-06-06,2483.09,Credit Card
11103,143,232,Srinagar,Begusarai,7.50,40,2023-04-01,802.37,Credit Card
11104,125,238,Srinagar,Bhiwandi,17.56,13,2023-01-01,3419.55,Cash
11105,114,241,Mehsana,South Dumdum,2.38,44,2022-09-14,3483.62,Credit Card
11106,131,236,Malda,Kolhapur,5.51,42,2022-10-17,2135.91,Credit Card
11107,106,217,Mirzapur,Gurgaon,12.51,6,2022-09-24,604.19,Credit Card
11108,144,201,Berhampur,Dindigul,12.10,48,2023-01-09,1022.88,Cash
11109,101,211,Arrah,Loni,4.98,55,2023-01-24,3672.11,Cash
11110,139,208,Jabalpur,Muzaffarpur,5.24,48,2023-02-01,1513.09,Credit Card
11111,149,241,Kharagpur,Panihati,12.99,50,2023-02-14,3721.28,Cash
11112,118,226,Kadapa,Amaravati,10.72,33,2022-10-09,2726.70,Credit Card
11113,148,220,Hapur,Farrukhabad,14.35,41,2022-12-26,1975.00,Credit Card
11114,109,212,Bijapur,Tiruvottiyur,15.72,38,2023-07-28,1960.09,Credit Card
11115,115,240,Rourkela,Narasaraopet,1.40,44,2022-12-15,408.26,Credit Card
11116,130,220,Dibrugarh,Bilaspur,14.07,29,2023-03-26,1559.29,Credit Card
11117,129,220,Khandwa,Moradabad,19.34,24,2023-03-20,2676.04,Credit Card
11118,145,245,Kota,Gudivada,7.75,22,2023-01-21,1346.96,Credit Card
11119,130,207,South Dumdum,Shimla,16.99,10,2022-11-10,2921.89,Credit Card
11120,130,223,South Dumdum,Moradabad,12.65,30,2023-02-22,3206.48,Cash
11121,135,208,Bellary,Gurgaon,4.01,18,2022-08-10,575.88,Credit Card
11122,126,222,Bathinda,Nagaon,8.20,43,2023-04-22,836.63,Cash
11123,110,225,Bhopal,Bhind,4.43,57,2022-12-27,2322.16,Cash
11124,115,239,Madurai,Gandhinagar,10.78,55,2023-04-02,2105.37,Credit Card
11125,149,248,Adoni,Nanded,13.47,22,2023-06-05,3438.92,Cash
11126,133,229,Tenali,Jaipur,9.26,32,2023-03-11,2961.38,Credit Card
11127,115,238,Tiruchirappalli,Burhanpur,8.39,49,2022-09-29,607.18,Credit Card
11128,138,205,Amritsar,Agartala,17.40,46,2022-12-12,1208.39,Cash
11129,135,226,Karnal,Bhagalpur,1.17,56,2023-04-30,920.07,Cash
11130,148,240,Barasat,Ichalkaranji,15.66,27,2022-11-28,1182.32,Cash
11131,147,229,Kochi,Nizamabad,14.29,13,2022-12-03,1380.49,Credit Card
11132,149,224,Jorhat,Raichur,9.16,38,2023-05-25,1893.05,Credit Card
11133,109,210,Munger,Jhansi,13.59,11,2023-04-12,948.38,Cash
11134,133,218,Aurangabad,Ranchi,15.77,42,2022-12-30,3282.47,Cash
11135,125,220,Deoghar,Moradabad,16.66,8,2023-08-01,917.10,Cash
11136,110,217,Gudivada,Bally,7.70,27,2023-04-04,2180.61,Cash
11137,128,231,Etawah,Satara,7.08,18,2023-06-24,3027.68,Credit Card
11138,127,211,Silchar,Farrukhabad,4.25,12,2022-09-18,2851.86,Credit Card
11139,110,235,Loni,Adoni,7.51,30,2022-11-09,1296.30,Credit Card
11140,111,247,Phagwara,Madanapalle,3.85,26,2022-09-07,3245.22,Credit Card
11141,105,204,Rourkela,Tiruchirappalli,11.08,38,2023-07-04,1904.96,Cash
11142,138,208,Avadi,Kozhikode,14.94,59,2022-09-17,3687.75,Cash
11143,113,241,Bhubaneswar,Bhusawal,4.83,53,2023-07-04,420.18,Credit Card
11144,127,222,Bongaigaon,Bhatpara,8.20,27,2022-08-18,613.88,Credit Card
11145,132,236,Nagercoil,Siliguri,9.73,16,2023-07-05,3576.74,Credit Card
11146,102,206,Raichur,Kadapa,4.92,59,2023-05-25,1723.18,Cash
11147,113,205,Bareilly,Panihati,5.47,59,2022-09-08,1247.13,Cash
11148,125,223,Parbhani,Pudukkottai,8.02,60,2023-08-04,2805.67,Credit Card
11149,130,211,Varanasi,Anantapur,6.33,59,2023-07-28,2046.51,Cash
11150,113,224,Khandwa,Junagadh,18.71,29,2022-09-09,493.19,Cash
11151,148,201,Vadodara,Sambhal,11.08,24,2022-08-30,893.25,Credit Card
11152,150,214,Deoghar,Nadiad,5.18,55,2023-04-10,3038.11,Cash
11153,109,231,Jalna,Barasat,17.89,46,2023-03-17,378.46,Cash
11154,139,224,Shivpuri,Patiala,11.75,32,2022-11-10,394.11,Credit Card
11155,122,236,Vasai-Virar,Hyderabad,8.70,7,2022-09-06,1981.70,Cash
11156,148,224,Serampore,Aligarh,16.14,15,2023-03-27,1112.29,Credit Card
11157,150,216,Deoghar,Baranagar,12.80,25,2023-04-25,1465.42,Cash
11158,125,240,Ozhukarai,Dehri,5.16,19,2023-05-04,2670.83,Cash
11159,105,227,Parbhani,Bharatpur,7.60,55,2022-10-09,582.59,Credit Card
11160,139,203,Ballia,Bharatpur,14.27,22,2023-02-12,3683.28,Credit Card
11161,136,212,Arrah,Khora ,8.39,56,2022-11-20,2013.74,Credit Card
11162,127,222,Ulhasnagar,Tezpur,7.75,55,2023-01-20,915.60,Credit Card
11163,146,235,Dibrugarh,Udaipur,2.83,25,2023-01-07,2170.93,Cash
11164,135,244,Patiala,Panihati,17.67,16,2023-03-31,2057.69,Credit Card
11165,141,230,Alappuzha,Jehanabad,6.81,56,2023-04-19,1155.49,Credit Card
11166,135,236,Jaunpur,Kolkata,4.75,40,2022-10-17,2412.31,Cash
11167,125,212,Asansol,Naihati,10.66,15,2023-05-03,2885.38,Cash
11168,117,239,Phusro,Gandhidham,1.05,8,2023-05-08,3219.14,Cash
11169,116,203,Bahraich,Bharatpur,16.06,39,2023-04-22,3567.06,Credit Card
11170,110,248,Karawal Nagar,Aurangabad,2.61,47,2023-02-07,3177.42,Cash
11171,110,221,Khora ,Satna,4.46,34,2023-04-10,2342.28,Cash
11172,121,201,Katni,Udupi,13.95,28,2022-10-09,2437.64,Cash
11173,134,224,Medininagar,Chandigarh,2.11,27,2022-11-01,3451.59,Cash
11174,125,247,Chandrapur,Ichalkaranji,17.60,53,2023-07-01,522.99,Cash
11175,105,238,Miryalaguda,Amritsar,12.79,48,2022-09-23,2512.14,Credit Card
11176,111,221,Khammam,Loni,6.01,22,2022-12-20,654.85,Cash
11177,148,248,Visakhapatnam,Hajipur,15.96,14,2022-10-16,2940.51,Cash
11178,126,233,Panvel,Aurangabad,3.93,22,2022-11-27,961.05,Credit Card
11179,123,247,Dharmavaram,Kolkata,1.53,49,2022-11-11,3132.72,Credit Card
11180,113,240,Bhilai,Tirupati,18.16,57,2022-09-22,1720.20,Cash
11181,111,241,Warangal,Navi Mumbai,14.38,24,2022-10-04,1189.77,Cash
11182,124,209,Rajahmundry,Warangal,8.46,6,2023-08-01,3295.13,Credit Card
11183,134,223,Agra,Agartala,17.81,23,2023-06-09,3210.21,Credit Card
11184,126,211,Ozhukarai,Dehradun,18.87,31,2023-04-29,552.04,Credit Card
11185,122,226,Tenali,Darbhanga,16.03,19,2022-09-09,2583.66,Cash
11186,129,220,Satna,Bhilwara,13.45,54,2023-03-30,1643.47,Cash
11187,145,216,Ratlam,Bongaigaon,18.38,30,2022-10-17,2065.14,Cash
11188,117,207,Yamunanagar,Sirsa,12.70,46,2023-03-24,3588.66,Cash
11189,103,213,Hyderabad,Amaravati,4.13,18,2023-06-29,2874.21,Cash
11190,124,210,Shimoga,Proddatur,14.87,37,2022-09-18,2518.10,Credit Card
11191,122,214,Farrukhabad,Aurangabad,1.23,51,2023-01-02,2806.41,Cash
11192,134,235,Kolkata,Kurnool,11.75,20,2023-02-20,1511.61,Credit Card
11193,107,221,Chennai,Bidar,19.15,11,2023-02-17,2640.28,Credit Card
11194,144,210,Etawah,Suryapet,15.96,18,2023-04-16,1744.79,Credit Card
11195,131,207,Begusarai,Jehanabad,11.00,21,2023-01-08,2544.17,Credit Card
11196,131,222,Deoghar,Dharmavaram,15.37,9,2022-11-29,578.12,Credit Card
11197,127,209,Chinsurah,Bidar,18.26,34,2023-06-07,3160.29,Credit Card
11198,123,201,Gorakhpur,Kolkata,17.84,10,2023-01-14,2783.32,Cash
11199,139,225,Bhilai,Chinsurah,7.13,42,2022-09-05,3304.82,Credit Card
11200,108,239,Bhiwandi,Tenali,18.04,8,2022-09-26,3256.39,Cash
11201,120,203,Farrukhabad,Haldia,4.72,24,2022-09-22,3509.70,Credit Card
11202,135,218,Serampore,Tadipatri,3.78,53,2023-07-21,1656.88,Credit Card
11203,148,220,Sasaram,Malda,2.88,37,2023-08-05,3263.85,Cash
11204,148,244,Mysore,Ratlam,15.04,39,2022-10-28,690.62,Cash
11205,119,238,Raebareli,Bidhannagar,12.47,50,2023-02-22,2343.77,Cash
11206,112,233,Kakinada,Dharmavaram,12.87,54,2022-10-27,1804.39,Credit Card
11207,133,235,Rewa,Medininagar,3.66,24,2022-10-13,2829.51,Credit Card
11208,147,241,Eluru,Sonipat,19.59,38,2022-11-02,1118.99,Credit Card
11209,116,236,Rewa,Bidhannagar,1.13,43,2023-03-16,2516.61,Credit Card
11210,107,204,Sambalpur,Amroha,7.02,21,2022-08-23,1011.71,Credit Card
11211,149,241,Junagadh,Thoothukudi,7.57,43,2023-07-07,3598.35,Credit Card
11212,107,240,Narasaraopet,Bhilai,4.01,56,2023-02-04,1859.52,Cash
11213,144,203,Haldia,Maheshtala,11.85,9,2022-08-12,3508.95,Credit Card
11214,110,232,Karawal Nagar,Sagar,2.63,45,2023-04-29,1142.83,Credit Card
11215,137,209,Gangtok,Avadi,16.88,45,2022-10-15,2469.67,Cash
11216,131,221,Korba,Haridwar,3.11,41,2023-07-17,2644.75,Cash
11217,101,249,Maheshtala,Ranchi,15.68,45,2022-12-16,2427.96,Credit Card
11218,110,230,Amaravati,Buxar,4.50,30,2023-04-26,3692.97,Credit Card
11219,123,203,Amravati,Gudivada,16.67,36,2022-08-28,2188.07,Credit Card
11220,124,218,Thane,Mehsana,2.45,16,2022-08-24,385.17,Cash
11221,117,244,Pune,Bijapur,10.11,18,2023-06-10,486.49,Cash
11222,104,215,Indore,Malegaon,16.28,14,2022-10-13,3407.63,Cash
11223,134,228,Ghaziabad,Hospet,2.09,17,2023-06-08,2199.99,Credit Card
11224,109,213,Bijapur,Aligarh,5.89,45,2022-10-31,775.54,Cash
11225,125,208,Vellore,Rampur,19.73,6,2023-05-14,3379.32,Credit Card
11226,116,248,Mango,Etawah,10.23,21,2022-11-19,2072.59,Credit Card
11227,130,210,Bihar Sharif,Khora ,4.12,17,2023-02-16,2871.23,Credit Card
11228,142,235,Barasat,Thiruvananthapuram,11.34,17,2023-02-05,1141.34,Cash
11229,139,213,Ambala,Satara,4.63,18,2022-12-28,3075.36,Cash
11230,138,211,Rampur,Kurnool,5.78,56,2023-04-12,1513.09,Cash
11231,137,231,Bhagalpur,Haldia,13.57,55,2022-10-27,823.97,Cash
11232,132,231,North Dumdum,Medininagar,15.59,56,2023-07-22,698.81,Credit Card
11233,149,212,Pune,Ranchi,16.35,19,2023-01-19,1368.57,Credit Card
11234,122,212,Guwahati,Patiala,1.78,56,2023-05-01,1768.63,Cash
11235,149,218,Singrauli,Berhampur,16.03,29,2022-12-26,884.31,Credit Card
11236,127,207,Durg,Khandwa,2.64,34,2023-04-09,2766.19,Cash
11237,111,249,Aurangabad,Hazaribagh,10.46,45,2022-12-20,2829.51,Credit Card
11238,107,233,Akola,Fatehpur,19.24,58,2022-08-19,1104.09,Cash
11239,109,226,Anantapuram,Mehsana,15.95,23,2023-03-15,877.61,Cash
11240,118,243,Kottayam,Ichalkaranji,2.23,49,2023-03-13,3236.28,Cash
11241,103,224,Mehsana,Rajpur Sonarpur,13.30,28,2022-12-15,3606.54,Credit Card
11242,101,227,Kanpur,Chennai,11.69,33,2023-01-20,569.93,Credit Card
11243,125,222,Burhanpur,Ghaziabad,19.68,21,2022-10-22,1743.30,Credit Card
11244,101,230,Bellary,Eluru,8.38,57,2022-09-21,3570.78,Credit Card
11245,122,231,Rourkela,Narasaraopet,12.71,22,2023-02-18,2308.76,Cash
11246,106,217,Hubli–Dharwad,Surat,6.32,6,2023-05-07,1410.29,Cash
11247,118,215,Bhalswa Jahangir Pur,Madhyamgram,12.15,40,2023-01-28,1308.22,Credit Card
11248,117,214,Dharmavaram,Visakhapatnam,5.79,48,2022-11-26,639.21,Cash
11249,139,205,Shimla,Hajipur,16.42,51,2023-03-17,3418.06,Credit Card
11250,102,247,Dewas,Bettiah,3.43,49,2023-07-02,2015.97,Credit Card
11251,137,234,Kolhapur,Chandrapur,8.35,40,2022-10-01,829.93,Credit Card
11252,112,210,Hosur,Cuttack,8.83,58,2023-03-10,1214.35,Cash
11253,102,238,Dewas,Bahraich,4.04,51,2023-04-22,1975.74,Cash
11254,106,235,Bilaspur,Panvel,5.80,13,2023-04-30,3310.03,Credit Card
11255,143,226,Kanpur,Ahmednagar,15.16,47,2022-11-28,1387.93,Credit Card
11256,125,211,Chapra,Haridwar,19.51,11,2023-04-01,1582.38,Credit Card
11257,133,236,Haldia,Vasai-Virar,17.28,30,2023-03-18,812.79,Credit Card
11258,134,225,Bihar Sharif,Hospet,17.72,45,2023-07-14,923.06,Cash
11259,149,246,Mangalore,Kozhikode,9.29,37,2023-06-18,2722.23,Credit Card
11260,114,248,Panipat,Avadi,1.68,57,2023-05-26,1920.61,Cash
11261,112,224,Madhyamgram,Tadepalligudem,12.43,44,2022-10-09,1690.41,Cash
11262,107,243,Dewas,Mau,15.22,7,2022-09-21,891.02,Cash
11263,107,224,Latur,Kulti,3.68,25,2022-11-27,1069.82,Cash
11264,118,241,Kavali,Pimpri-Chinchwad,18.08,36,2022-12-31,812.05,Cash
11265,139,223,Anantapur,Bettiah,3.20,18,2023-08-01,1566.74,Cash
11266,120,228,Miryalaguda,Mumbai,12.16,38,2023-01-03,762.13,Cash
11267,128,232,Coimbatore,Moradabad,3.12,21,2023-06-09,2110.59,Cash
11268,119,201,Haldia,Gandhinagar,16.13,5,2022-10-13,1348.45,Cash
11269,136,211,Tiruppur,Jorhat,16.50,17,2023-04-20,3337.60,Credit Card
11270,150,235,Kadapa,Bhagalpur,12.52,46,2023-07-23,1032.57,Credit Card
11271,141,201,Kozhikode,Panchkula,17.01,21,2023-02-25,1602.50,Cash
11272,114,211,Aizawl,Ghaziabad,16.97,53,2022-10-20,3610.27,Credit Card
11273,116,226,Kottayam,Ramagundam,15.81,46,2022-12-15,2977.76,Credit Card
11274,108,244,Imphal,Erode,13.25,54,2023-07-20,3435.94,Cash
11275,113,246,Bhind,Ghaziabad,12.36,55,2023-05-13,3555.88,Credit Card
11276,117,221,Hajipur,Kadapa,10.50,22,2023-01-30,2676.04,Cash
11277,114,209,Rewa,Gudivada,1.15,30,2022-12-13,3380.06,Cash
11278,110,217,Allahabad,Thrissur,2.58,41,2022-09-08,2167.95,Credit Card
11279,143,227,Ambattur,Belgaum,11.40,11,2023-06-06,1032.57,Credit Card
11280,115,245,Tezpur,Jamnagar,17.45,47,2023-01-20,1086.95,Credit Card
11281,140,205,Tiruchirappalli,Bokaro,5.20,56,2023-05-02,3415.08,Credit Card
11282,106,221,Gaya,Kochi,10.44,46,2022-09-04,1492.98,Cash
11283,118,209,Belgaum,Madurai,7.08,43,2023-02-13,3695.95,Credit Card
11284,120,204,Aligarh,Nizamabad,16.08,47,2022-09-11,619.10,Cash
11285,123,208,Jalandhar,Bulandshahr,5.61,30,2022-10-11,2188.07,Credit Card
11286,141,220,Nashik,Jalna,9.20,29,2022-10-01,3623.68,Credit Card
11287,119,229,Bhiwandi,Coimbatore,8.41,21,2023-05-02,2852.61,Credit Card
11288,147,220,Chinsurah,Kottayam,18.07,59,2022-08-22,1685.19,Cash
11289,145,229,Nadiad,Eluru,8.67,40,2023-03-01,2070.36,Credit Card
11290,116,203,Narasaraopet,Maheshtala,17.88,38,2023-07-19,3105.16,Credit Card
11291,135,209,Parbhani,Jalna,14.92,27,2022-09-15,569.18,Cash
11292,102,225,Vadodara,Tinsukia,3.12,44,2023-08-02,3047.79,Cash
11293,139,247,Tirunelveli,Vijayanagaram,4.19,49,2022-08-22,1142.09,Credit Card
11294,150,214,Morena,Phagwara,19.92,26,2023-03-31,1303.75,Cash
11295,127,227,Ramgarh,Pallavaram,17.89,26,2022-11-11,600.47,Credit Card
11296,142,212,Sangli-Miraj & Kupwad,Latur,9.15,23,2022-09-24,3134.96,Cash
11297,150,223,Jalna,Sonipat,4.69,37,2022-12-13,1116.01,Cash
11298,148,235,Gaya,Ballia,18.15,25,2023-02-08,1680.72,Credit Card
11299,127,247,Kurnool,Haridwar,12.81,57,2023-07-03,2527.04,Credit Card
11300,141,202,Rajpur Sonarpur,Dewas,3.76,27,2023-04-04,3687.75,Cash
11301,118,241,Dehradun,Ranchi,8.15,49,2023-07-22,2100.16,Cash
11302,114,215,Mathura,Jhansi,17.84,59,2023-07-19,1903.48,Credit Card
11303,127,212,Ghaziabad,Shivpuri,2.27,35,2022-09-20,2596.33,Credit Card
11304,109,210,Akola,Gandhinagar,7.23,8,2023-05-08,1659.86,Cash
11305,141,220,Bhimavaram,Serampore,2.61,29,2022-12-23,1700.09,Cash
11306,122,250,Bilaspur,Kadapa,1.79,32,2022-11-14,3392.73,Credit Card
11307,134,223,Dewas,Bhavnagar,1.48,36,2023-07-10,1576.42,Cash
11308,147,210,Haldia,Hubli–Dharwad,13.40,59,2023-07-24,2367.61,Cash
11309,115,203,Adoni,Pune,2.98,10,2023-03-09,3200.52,Cash
11310,126,231,Bellary,Sikar,17.86,25,2022-12-28,1249.37,Cash
11311,105,203,Khammam,Jammu,17.79,23,2022-09-25,1693.38,Credit Card
11312,109,206,Rohtak,Nadiad,6.76,30,2023-01-16,876.12,Cash
11313,104,214,Chittoor,Durg,17.85,29,2023-02-02,630.27,Credit Card
11314,129,223,Anantapur,Akola,8.99,26,2022-11-26,2435.40,Credit Card
11315,146,220,Kirari Suleman Nagar,Bhiwani,11.35,60,2023-05-17,500.64,Cash
11316,136,224,Siwan,Kulti,15.96,54,2022-12-12,3172.21,Cash
11317,146,226,Gwalior,Bidar,6.98,33,2023-02-08,1163.69,Cash
11318,116,247,Jaunpur,Aurangabad,8.60,43,2022-11-11,2069.61,Credit Card
11319,126,210,Thane,Hazaribagh,5.03,52,2022-11-23,1480.32,Credit Card
11320,129,245,Rajahmundry,Srikakulam,13.49,14,2023-02-16,1224.78,Credit Card
11321,102,227,Surat,Gulbarga,9.65,45,2022-08-28,569.93,Credit Card
11322,130,234,Kadapa,Thane,5.52,38,2022-09-14,1689.66,Cash
11323,114,223,Raiganj,Gudivada,11.84,60,2023-07-17,1776.08,Cash
11324,110,202,Baranagar,Bhiwani,12.32,43,2023-03-21,2167.20,Cash
11325,110,228,Kamarhati,Coimbatore,8.82,24,2022-10-08,1076.52,Credit Card
11326,109,226,Vijayawada,Ongole,1.27,32,2023-07-18,3212.44,Cash
11327,128,240,Dhanbad,Machilipatnam,5.52,51,2023-07-19,3657.21,Cash
11328,138,206,Hazaribagh,Surat,1.33,57,2023-05-18,3131.24,Cash
11329,103,248,Amaravati,Sagar,12.89,14,2023-06-02,684.65,Credit Card
11330,110,229,Bikaner,Vadodara,6.82,38,2023-06-17,2518.10,Cash
11331,140,235,Jaunpur,Guntakal,15.86,57,2023-04-25,1800.67,Credit Card
11332,106,224,Nagaon,Mango,19.74,19,2022-11-24,1597.28,Credit Card
11333,103,207,Gopalpur,Karimnagar,16.48,49,2023-04-03,3333.13,Cash
11334,130,230,Pali,Nandyal,16.53,22,2023-05-26,2486.06,Credit Card
11335,119,212,Rajahmundry,Haridwar,15.31,33,2022-12-15,2415.29,Credit Card
11336,103,205,Varanasi,Karnal,16.34,16,2023-05-23,382.93,Cash
11337,130,241,Burhanpur,Ozhukarai,8.79,10,2023-07-05,1086.21,Cash
11338,149,205,Vasai-Virar,Bulandshahr,11.97,51,2023-06-15,465.62,Cash
11339,142,237,Kollam,Phusro,2.87,14,2023-02-11,3532.04,Cash
11340,124,219,Shivpuri,Etawah,2.15,38,2022-11-05,2081.53,Cash
11341,110,230,Katihar,Jehanabad,6.96,44,2023-01-16,1995.11,Credit Card
11342,110,237,Bhusawal,Rajahmundry,17.50,52,2022-08-12,383.68,Credit Card
11343,145,228,Chittoor,Bathinda,9.91,29,2022-12-16,383.68,Credit Card
11344,103,228,Ghaziabad,Alwar,18.46,39,2023-06-17,2966.59,Credit Card
11345,118,250,Nagercoil,Raurkela Industrial Township,10.28,40,2022-11-23,1365.58,Credit Card
11346,111,246,Bidhannagar,Bulandshahr,10.81,54,2023-03-07,464.14,Credit Card
11347,132,239,Khandwa,Firozabad,8.85,17,2023-06-26,2906.99,Cash
11348,148,216,Coimbatore,Hajipur,10.62,15,2023-05-31,3398.69,Cash
11349,144,241,Adoni,Srinagar,12.87,6,2022-09-29,680.93,Cash
11350,107,247,Khora ,Bhilwara,4.24,58,2022-11-09,1291.83,Cash
11351,121,219,Madurai,Chandigarh,7.24,21,2023-07-31,2669.34,Credit Card
11352,116,230,Jalna,Navi Mumbai,11.00,18,2023-07-26,2862.29,Credit Card
11353,110,245,Patiala,Secunderabad,6.88,56,2022-08-18,489.47,Credit Card
11354,137,243,Ichalkaranji,Firozabad,3.30,45,2023-04-27,2108.35,Credit Card
11355,149,246,Chapra,Vellore,9.99,9,2023-01-29,3164.76,Credit Card
11356,149,247,Malda,Jaipur,9.72,14,2023-06-17,1820.78,Credit Card
11357,142,238,Loni,Bellary,12.11,48,2023-04-29,1726.91,Cash
11358,118,234,Noida,Panipat,16.64,39,2023-04-04,2334.09,Cash
11359,141,247,Mehsana,Kakinada,11.44,12,2022-09-28,1809.61,Credit Card
11360,109,202,Begusarai,Bardhaman,19.32,39,2022-08-15,2673.80,Credit Card
11361,133,242,Bahraich,Thrissur,9.65,5,2022-09-21,2304.28,Credit Card
11362,104,205,Ghaziabad,Kollam,16.46,45,2023-08-04,3044.81,Credit Card
11363,140,211,Coimbatore,Burhanpur,16.76,44,2022-10-03,2266.29,Cash
11364,132,225,Bihar Sharif,Naihati,18.18,15,2023-04-24,3487.35,Cash
11365,131,246,Hubli–Dharwad,Gurgaon,15.25,40,2023-01-25,1762.67,Credit Card
11366,120,224,Davanagere,Pallavaram,7.18,56,2023-01-07,3196.79,Credit Card
11367,142,220,Pune,Sirsa,3.33,33,2023-07-26,1063.12,Credit Card
11368,132,205,Parbhani,Rajkot,3.64,36,2023-03-14,2431.68,Cash
11369,141,237,Tiruvottiyur,Deoghar,8.53,36,2022-08-13,1886.34,Credit Card
11370,106,239,Howrah,Giridih,15.61,29,2023-03-04,2802.69,Cash
11371,114,211,Nagaon,Medininagar,16.76,22,2023-02-28,961.05,Credit Card
11372,101,239,Kakinada,Hazaribagh,16.55,25,2023-06-18,2172.42,Credit Card
11373,131,239,Bidhannagar,Karaikudi,19.66,10,2022-09-24,3292.15,Cash
11374,114,241,Phagwara,Dhanbad,9.28,59,2022-11-18,2467.44,Cash
11375,119,212,Panipat,Karnal,8.68,6,2023-02-02,2142.62,Cash
11376,124,250,Ghaziabad,Bhalswa Jahangir Pur,13.00,36,2023-03-31,882.82,Cash
11377,139,232,Cuttack,Srikakulam,14.33,57,2023-02-13,3462.01,Cash
11378,146,240,Jehanabad,Imphal,8.50,56,2023-01-22,2832.49,Credit Card
11379,120,237,Siwan,Mirzapur,6.08,29,2023-08-04,3480.64,Cash
11380,149,231,Hazaribagh,Kharagpur,14.36,60,2022-08-17,1225.52,Credit Card
11381,107,249,Kulti,Noida,14.23,6,2022-08-14,632.50,Cash
11382,105,219,Tenali,Silchar,2.18,21,2023-06-13,3567.06,Cash
11383,137,236,Tirupati,Chapra,19.41,19,2023-07-20,733.08,Credit Card
11384,122,220,Jamshedpur,Gandhinagar,5.64,17,2023-04-14,3124.53,Credit Card
11385,113,229,Sambhal,Machilipatnam,18.29,55,2023-01-04,1471.38,Credit Card
11386,145,221,Jamnagar,Rourkela,5.21,32,2023-07-28,2582.91,Credit Card
11387,138,212,Sambhal,Kharagpur,10.79,43,2022-10-21,2350.47,Cash
11388,128,227,Patna,Singrauli,1.78,38,2023-07-30,524.48,Credit Card
11389,103,214,Gopalpur,Raebareli,11.75,53,2023-05-21,2725.96,Cash
